0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.00000e+01 0.00000e+00 2.00000e+00 
1.00000e-01 1.89906e+00 -4.83217e-01 1.98013e-01 1.72041e+01 -9.39865e+00 1.96040e+00 
2.00000e-01 3.30556e+00 -1.79131e+00 3.92106e-01 1.03823e+01 -1.61695e+01 1.92158e+00 
3.00000e-01 3.90072e+00 -3.57750e+00 5.82355e-01 1.33236e+00 -1.87881e+01 1.88353e+00 
4.00000e-01 3.57330e+00 -5.39368e+00 7.68837e-01 -7.68304e+00 -1.67877e+01 1.84623e+00 
5.00000e-01 2.43816e+00 -6.80209e+00 9.51626e-01 -1.44981e+01 -1.08304e+01 1.80967e+00 
6.00000e-01 7.99856e-01 -7.48018e+00 1.13080e+00 -1.75609e+01 -2.50324e+00 1.77384e+00 
7.00000e-01 -9.28082e-01 -7.29359e+00 1.30642e+00 -1.62823e+01 6.09913e+00 1.73872e+00 
8.00000e-01 -2.32678e+00 -6.32106e+00 1.47856e+00 -1.11400e+01 1.28981e+01 1.70429e+00 
9.00000e-01 -3.07292e+00 -4.82720e+00 1.64730e+00 -3.52143e+00 1.63300e+01 1.67054e+00 
1.00000e+00 -3.01274e+00 -3.19154e+00 1.81269e+00 4.64486e+00 1.57020e+01 1.63746e+00 
1.10000e+00 -2.19233e+00 -1.81281e+00 1.97481e+00 1.13744e+01 1.13242e+01 1.60504e+00 
1.20000e+00 -8.38690e-01 -1.01236e+00 2.13372e+00 1.51059e+01 4.39592e+00 1.57326e+00 
1.30000e+00 7.01872e-01 -9.59927e-01 2.28948e+00 1.50600e+01 -3.31737e+00 1.54210e+00 
1.40000e+00 2.05171e+00 -1.63878e+00 2.44216e+00 1.13957e+01 -9.93080e+00 1.51157e+00 
1.50000e+00 2.89383e+00 -2.85707e+00 2.59182e+00 5.13588e+00 -1.38977e+01 1.48164e+00 
1.60000e+00 3.04572e+00 -4.30079e+00 2.73851e+00 -2.11309e+00 -1.43684e+01 1.45230e+00 
1.70000e+00 2.49792e+00 -5.61406e+00 2.88230e+00 -8.56988e+00 -1.13668e+01 1.42354e+00 
1.80000e+00 1.40955e+00 -6.48631e+00 3.02324e+00 -1.27135e+01 -5.75051e+00 1.39535e+00 
1.90000e+00 6.34351e-02 -6.72517e+00 3.16139e+00 -1.36386e+01 1.02786e+00 1.36772e+00 
2.00000e+00 -1.20675e+00 -6.29806e+00 3.29680e+00 -1.12489e+01 7.29337e+00 1.34064e+00 
2.10000e+00 -2.09866e+00 -5.33375e+00 3.42953e+00 -6.24900e+00 1.15600e+01 1.31409e+00 
2.20000e+00 -2.41272e+00 -4.08511e+00 3.55964e+00 5.70062e-02 1.28806e+01 1.28807e+00 
2.30000e+00 -2.09610e+00 -2.86343e+00 3.68716e+00 6.10205e+00 1.10532e+01 1.26257e+00 
2.40000e+00 -1.24964e+00 -1.96133e+00 3.81217e+00 1.04433e+01 6.64045e+00 1.23757e+00 
2.50000e+00 -9.75802e-02 -1.58312e+00 3.93469e+00 1.21039e+01 8.04525e-01 1.21306e+00 
2.60000e+00 1.07116e+00 -1.79917e+00 4.05479e+00 1.07899e+01 -4.99596e+00 1.18904e+00 
2.70000e+00 1.97499e+00 -2.53424e+00 4.17252e+00 6.93378e+00 -9.36808e+00 1.16550e+00 
2.80000e+00 2.40703e+00 -3.59130e+00 4.28791e+00 1.56211e+00 -1.13169e+01 1.14242e+00 
2.90000e+00 2.28193e+00 -4.70361e+00 4.40102e+00 -3.97443e+00 -1.04689e+01 1.11980e+00 
3.00000e+00 1.65161e+00 -5.60164e+00 4.51188e+00 -8.33851e+00 -7.13771e+00 1.09762e+00 
3.10000e+00 6.87389e-01 -6.07792e+00 4.62056e+00 -1.05271e+01 -2.22136e+00 1.07589e+00 
3.20000e+00 -3.65857e-01 -6.03450e+00 4.72708e+00 -1.00993e+01 3.03618e+00 1.05458e+00 
3.30000e+00 -1.25146e+00 -5.50220e+00 4.83149e+00 -7.26070e+00 7.35774e+00 1.03370e+00 
3.40000e+00 -1.76312e+00 -4.62813e+00 4.93383e+00 -2.78805e+00 9.74121e+00 1.01323e+00 
3.50000e+00 -1.79249e+00 -3.63582e+00 5.03415e+00 2.17941e+00 9.68963e+00 9.93171e-01 
3.60000e+00 -1.35144e+00 -2.76842e+00 5.13248e+00 6.42821e+00 7.31089e+00 9.73505e-01 
3.70000e+00 -5.64428e-01 -2.22954e+00 5.22886e+00 8.96521e+00 3.26805e+00 9.54228e-01 
3.80000e+00 3.65803e-01 -2.13583e+00 5.32334e+00 9.24768e+00 -1.40185e+00 9.35333e-01 
3.90000e+00 1.21003e+00 -2.49237e+00 5.41594e+00 7.29613e+00 -5.55166e+00 9.16812e-01 
4.00000e+00 1.76868e+00 -3.19580e+00 5.50671e+00 3.66726e+00 -8.20425e+00 8.98658e-01 
4.10000e+00 1.91868e+00 -4.06342e+00 5.59568e+00 -7.00846e-01 -8.78071e+00 8.80863e-01 
4.20000e+00 1.63998e+00 -4.88024e+00 5.68289e+00 -4.72921e+00 -7.22386e+00 8.63421e-01 
4.30000e+00 1.01640e+00 -5.45191e+00 5.76838e+00 -7.46282e+00 -3.99159e+00 8.46324e-01 
4.40000e+00 2.11339e-01 -5.65061e+00 5.85217e+00 -8.29533e+00 7.34274e-02 8.29566e-01 
4.50000e+00 -5.74553e-01 -5.44322e+00 5.93430e+00 -7.10118e+00 3.96141e+00 8.13139e-01 
4.60000e+00 -1.15312e+00 -4.89550e+00 6.01481e+00 -4.24688e+00 6.74470e+00 7.97038e-01 
4.70000e+00 -1.39342e+00 -4.15246e+00 6.09372e+00 -4.83639e-01 7.79757e+00 7.81256e-01 
4.80000e+00 -1.25094e+00 -3.40038e+00 6.17107e+00 3.24830e+00 6.93479e+00 7.65786e-01 
4.90000e+00 -7.74957e-01 -2.82038e+00 6.24689e+00 6.05309e+00 4.43886e+00 7.50622e-01 
5.00000e+00 -9.29521e-02 -2.54515e+00 6.32121e+00 7.29286e+00 9.73790e-01 7.35759e-01 
5.10000e+00 6.23054e-01 -2.62888e+00 6.39405e+00 6.73097e+00 -2.58949e+00 7.21190e-01 
5.20000e+00 1.19961e+00 -3.03739e+00 6.46545e+00 4.57313e+00 -5.39060e+00 7.06909e-01 
5.30000e+00 1.50361e+00 -3.65973e+00 6.53544e+00 1.40062e+00 -6.78608e+00 6.92912e-01 
5.40000e+00 1.47264e+00 -4.33793e+00 6.60404e+00 -1.98418e+00 -6.49562e+00 6.79191e-01 
5.50000e+00 1.12730e+00 -4.90677e+00 6.67129e+00 -4.75930e+00 -4.65514e+00 6.65742e-01 
5.60000e+00 5.62916e-01 -5.23380e+00 6.73720e+00 -6.28158e+00 -1.76782e+00 6.52560e-01 
5.70000e+00 -7.62496e-02 -5.24989e+00 6.80181e+00 -6.23420e+00 1.43123e+00 6.39638e-01 
5.80000e+00 -6.33625e-01 -4.96337e+00 6.86514e+00 -4.69011e+00 4.16080e+00 6.26972e-01 
5.90000e+00 -9.78437e-01 -4.45497e+00 6.92721e+00 -2.07917e+00 5.78318e+00 6.14557e-01 
6.00000e+00 -1.03613e+00 -3.85561e+00 6.98806e+00 9.29193e-01 5.95179e+00 6.02388e-01 
6.10000e+00 -8.04104e-01 -3.31292e+00 7.04770e+00 3.59623e+00 4.68310e+00 5.90460e-01 
6.20000e+00 -3.49483e-01 -2.95513e+00 7.10616e+00 5.29424e+00 2.33844e+00 5.78768e-01 
6.30000e+00 2.09719e-01 -2.86100e+00 7.16346e+00 5.65304e+00 -4.76394e-01 5.67308e-01 
6.40000e+00 7.34982e-01 -3.04282e+00 7.21963e+00 4.63890e+00 -3.06634e+00 5.56075e-01 
6.50000e+00 1.10137e+00 -3.44606e+00 7.27468e+00 2.54944e+00 -4.81766e+00 5.45064e-01 
6.60000e+00 1.22705e+00 -3.96510e+00 7.32865e+00 -7.09338e-02 -5.34224e+00 5.34271e-01 
6.70000e+00 1.09124e+00 -4.47065e+00 7.38154e+00 -2.57151e+00 -4.56208e+00 5.23691e-01 
6.80000e+00 7.36847e-01 -4.84170e+00 7.43339e+00 -4.35589e+00 -2.71590e+00 5.13322e-01 
6.90000e+00 2.57624e-01 -4.99435e+00 7.48421e+00 -5.02325e+00 -2.89252e-01 5.03157e-01 
7.00000e+00 -2.26336e-01 -4.90044e+00 7.53403e+00 -4.45696e+00 2.11177e+00 4.93194e-01 
7.10000e+00 -5.98515e-01 -4.59224e+00 7.58286e+00 -2.84151e+00 3.91102e+00 4.83428e-01 
7.20000e+00 -7.73831e-01 -4.15223e+00 7.63072e+00 -6.06363e-01 4.69960e+00 4.73856e-01 
7.30000e+00 -7.17860e-01 -3.69134e+00 7.67764e+00 1.68690e+00 4.32757e+00 4.64473e-01 
7.40000e+00 -4.53127e-01 -3.32118e+00 7.72362e+00 3.48474e+00 2.92987e+00 4.55275e-01 
7.50000e+00 -5.14527e-02 -3.12717e+00 7.76870e+00 4.37443e+00 8.82698e-01 4.46260e-01 
7.60000e+00 3.85239e-01 -3.14905e+00 7.81288e+00 4.17772e+00 -1.29639e+00 4.37424e-01 
7.70000e+00 7.50604e-01 -3.37308e+00 7.85619e+00 2.98448e+00 -3.07840e+00 4.28762e-01 
7.80000e+00 9.59612e-01 -3.73749e+00 7.89864e+00 1.12063e+00 -4.05056e+00 4.20272e-01 
7.90000e+00 9.68154e-01 -4.14918e+00 7.94025e+00 -9.39522e-01 -4.01093e+00 4.11950e-01 
8.00000e+00 7.82036e-01 -4.50733e+00 7.98103e+00 -2.69305e+00 -3.00872e+00 4.03793e-01 
8.10000e+00 4.53630e-01 -4.72795e+00 8.02101e+00 -3.73047e+00 -1.32256e+00 3.95797e-01 
8.20000e+00 6.74574e-02 -4.76340e+00 8.06020e+00 -3.83048e+00 6.15393e-01 3.87960e-01 
8.30000e+00 -2.81390e-01 -4.61242e+00 8.09861e+00 -3.00581e+00 2.32943e+00 3.80278e-01 
8.40000e+00 -5.10519e-01 -4.31861e+00 8.13626e+00 -1.49094e+00 3.41632e+00 3.72748e-01 
8.50000e+00 -5.69546e-01 -3.95820e+00 8.17316e+00 3.22925e-01 3.63937e+00 3.65367e-01 
8.60000e+00 -4.50954e-01 -3.62043e+00 8.20934e+00 1.98804e+00 2.97885e+00 3.58132e-01 
8.70000e+00 -1.90212e-01 -3.38561e+00 8.24480e+00 3.10998e+00 1.62818e+00 3.51041e-01 
8.80000e+00 1.44428e-01 -3.30615e+00 8.27955e+00 3.44036e+00 -6.09105e-02 3.44090e-01 
8.90000e+00 4.69628e-01 -3.39506e+00 8.31362e+00 2.93079e+00 -1.66913e+00 3.37276e-01 
9.00000e+00 7.07588e-01 -3.62436e+00 8.34701e+00 1.73670e+00 -2.81307e+00 3.30598e-01 
9.10000e+00 8.04527e-01 -3.93343e+00 8.37974e+00 1.71969e-01 -3.23595e+00 3.24052e-01 
9.20000e+00 7.42673e-01 -4.24484e+00 8.41183e+00 -1.37275e+00 -2.86439e+00 3.17635e-01 
9.30000e+00 5.43120e-01 -4.48366e+00 8.44327e+00 -2.52692e+00 -1.81887e+00 3.11345e-01 
9.40000e+00 2.59237e-01 -4.59531e+00 8.47410e+00 -3.02841e+00 -3.77121e-01 3.05180e-01 
9.50000e+00 -3.74313e-02 -4.55795e+00 8.50431e+00 -2.78228e+00 1.09875e+00 2.99137e-01 
9.60000e+00 -2.75070e-01 -4.38640e+00 8.53393e+00 -1.87699e+00 2.25263e+00 2.93214e-01 
9.70000e+00 -3.98870e-01 -4.12716e+00 8.56296e+00 -5.56015e-01 2.81978e+00 2.87408e-01 
9.80000e+00 -3.83537e-01 -3.84598e+00 8.59142e+00 8.46820e-01 2.68688e+00 2.81717e-01 
9.90000e+00 -2.38212e-01 -3.61131e+00 8.61931e+00 1.99109e+00 1.91332e+00 2.76138e-01 
1.00000e+01 -2.92465e-03 -3.47774e+00 8.64665e+00 2.61188e+00 7.10172e-01 2.70671e-01 
